ID_deal,company,annee_deal,type_deal,responsable_deal,equipier_deal,is_client_ou_contrepartie,description_deal,region_deal,sector_deal,taille_operation_m_euro,ca_cible_m_euro,afficher_site,afficher_pitchdeck,is_company,is_alecia,logo_filename
56,Socotec,2024,Cession,TC,NULL,contrepartie,"Conseil des actionnaires de WeGroup, acteur multi-sectoriel de l'inspection amiante, dans sa cession à Socotec",Provence Alpes Côte d'Azur,Immobilier & construction,8,12,0,1,1,0,socotec.png
57,DES,2024,Cession,TC,CB,client,"Conseil des actionnaires de DES, distributeur B2B de matériel électrique, dans le cadre de la transmission à Pierre Mulliez",Hauts-de-France,Distribution B2B,5,5,0,1,1,0,DES.png
57,Personne physique,2024,Cession,TC,CB,contrepartie,"Conseil des actionnaires de DES, distributeur B2B de matériel électrique, dans le cadre de la transmission à Pierre Mulliez",Hauts-de-France,Distribution B2B,5,5,0,1,0,0,icone_individus.svg
57,Finorpa,2024,Cession,TC,CB,contrepartie,"Conseil des actionnaires de DES, distributeur B2B de matériel électrique, dans le cadre de la transmission à Pierre Mulliez",Hauts-de-France,Distribution B2B,5,5,0,1,1,0,Finorpa.png
57,AFM,2024,Cession,TC,CB,contrepartie,"Conseil des actionnaires de DES, distributeur B2B de matériel électrique, dans le cadre de la transmission à Pierre Mulliez",Hauts-de-France,Distribution B2B,5,5,0,1,1,0,afm.png
58,Safe Groupe,2024,Acquisition,TC,NULL,client,"Conseil de Safe Groupe, acteur de la sécurité privée, dans le cadre de l'acquisition de Dogs Security",Ile-de-France,Distribution & services B2B,"2,5","3,8",1,1,1,1,Safe_Groupe.png
58,Dogs Security,2024,Acquisition,TC,NULL,contrepartie,"Conseil de Safe Groupe, acteur de la sécurité privée, dans le cadre de l'acquisition de Dogs Security",Ile-de-France,Distribution & services B2B,"2,5","3,8",1,1,1,1,Dogs_Security.png
59,Livramedom,2024,Cession,JB,NULL,client,"Conseil des actionnaires de Livramedom, distributeur de matériel médicale, dans sa cession au groupe côté américain Convatec",Provence Alpes Côte d'Azur,Santé,10,11,1,1,1,0,livramedom.png
59,Convatec,2024,Cession,JB,NULL,contrepartie,"Conseil des actionnaires de Livramedom, distributeur de matériel médicale, dans sa cession au groupe côté américain Convatec",Provence Alpes Côte d'Azur,Santé,10,11,1,1,1,0,convatec.png
60,Groupe Signes,2024,Cession,JB,CB,client,"Conseil des actionnaires du Groupe Signes, bureau d'études environnementales, dans le cadre de la cession de la société à LA/BA Architectes",Ile-de-France,Energie & environnement,1,3,1,1,1,0,Signes.png
60,LA/BA Architectes,2024,Cession,JB,CB,contrepartie,"Conseil des actionnaires du Groupe Signes, bureau d'études environnementales, dans le cadre de la cession de la société à LA/BA Architectes",Ile-de-France,Energie & environnement,1,3,1,1,1,0,laba-archi.png
61,Groupe Sirius,2024,Financements structurés,GC,NULL,client,"Levée de dette dans le cadre de l'acquisition de DEEPP, filiale d'In Extenso, par Groupe Sirius",Ile-de-France,Services B2B,3,2,0,1,1,0,groupe_sirius.png
61,CE BPL,2024,Financements structurés,GC,NULL,contrepartie,"Levée de dette dans le cadre de l'acquisition de DEEPP, filiale d'In Extenso, par Groupe Sirius",Ile-de-France,Services B2B,3,2,0,1,1,0,caisse-epargne-bretagne.png
61,BPI,2024,Financements structurés,GC,NULL,contrepartie,"Levée de dette dans le cadre de l'acquisition de DEEPP, filiale d'In Extenso, par Groupe Sirius",Ile-de-France,Services B2B,3,2,0,1,1,0,bpifrance.png
61,BP Rives de Paris,2024,Financements structurés,GC,NULL,contrepartie,"Levée de dette dans le cadre de l'acquisition de DEEPP, filiale d'In Extenso, par Groupe Sirius",Ile-de-France,Services B2B,3,2,0,1,1,0,bq_pop_rives_paris.png
62,XRL Consulting,2024,Financements structurés,GC,NULL,client,Levée de dette dans le cadre de l'acquisition de Groupe Sirius,Ile-de-France,Services B2B,4,3,0,1,1,0,XRL_Consulting.png
62,BP Rives de Paris,2024,Financements structurés,GC,NULL,contrepartie,Levée de dette dans le cadre de l'acquisition de Groupe Sirius,Ile-de-France,Services B2B,4,3,0,1,1,0,bq_pop_rives_paris.png
62,CE BPL,2024,Financements structurés,GC,NULL,contrepartie,Levée de dette dans le cadre de l'acquisition de Groupe Sirius,Ile-de-France,Services B2B,4,3,0,1,1,0,caisse-epargne-bretagne.png
62,BPI,2024,Financements structurés,GC,NULL,contrepartie,Levée de dette dans le cadre de l'acquisition de Groupe Sirius,Ile-de-France,Services B2B,4,3,0,1,1,0,bpifrance.png
63,Transport Lerosey,2025,Acquisition,TC,NULL,client,Conseil de Transport Lerosey dans le cadre de l'acquisition de Dougen'Prim,Bretagne,Transport & logistique,1,3,1,1,1,1,Transport_Lerosey.png
63,Dougen'Prim,2025,Acquisition,TC,NULL,contrepartie,Conseil de Transport Lerosey dans le cadre de l'acquisition de Dougen'Prim,Bretagne,Transport & logistique,1,3,1,1,1,1,Dougen_Prim.png
64,Mendes,2025,Cession,SF,NULL,client,"Conseil de la société Mendes, leader français du dallage industriel, pour sa cession à TwinTec, accompagné par l'investisseur GEI",Ile-de-France,Industries,NULL,80,1,1,1,0,mendes.png
64,Twin Tec,2025,Cession,SF,NULL,contrepartie,"Conseil de la société Mendes, leader français du dallage industriel, pour sa cession à TwinTec, accompagné par l'investisseur GEI",Ile-de-France,Industries,NULL,80,1,1,1,0,twin_tec.png
65,MDB MULTIMEDIA,2026,Cession,CB,NULL,client,"Accompagnement des actionnaires de MDB Multimedia, éditeur d'un logiciel ERP dédié aux métiers de la bouche, pour sa cession à Azur Invest",Provence Alpes Côte d'Azur,Technologies & logiciels,"3,5",1,1,1,1,1,mdb_multimedia.png
65,Azur Invest,2026,Cession,CB,NULL,contrepartie,"Accompagnement des actionnaires de MDB Multimedia, éditeur d'un logiciel ERP dédié aux métiers de la bouche, pour sa cession à Azur Invest",Provence Alpes Côte d'Azur,Technologies & logiciels,"3,5",1,1,1,1,1,azur_invest.png
66,Management,2026,Cession,SF,NULL,client,"Conseil d'un manager-actionnaire dans le cadre de sa sortie du capital de WiFiiT, cabinet de conseil en product management",Ile-de-France,Technologies & logiciels,conf,conf,1,1,0,1,icone_individus.svg
66,WeFiiT,2026,Cession,SF,NULL,contrepartie,"Conseil d'un manager-actionnaire dans le cadre de sa sortie du capital de WiFiiT, cabinet de conseil en product management",Ile-de-France,Technologies & logiciels,conf,conf,1,1,1,1,we_fiit.png
67,Sarani Studio,2026,Cession,JB,NULL,client,"Conseil des actionnaires de Sarani Studio, agence créative multimédia, pour sa cession à un duo d'investisseurs personnes physiques",Ile-de-France,Media & communication,2,3,0,1,1,0,sarani_studio.png
67,Confidentiel,2026,Cession,JB,NULL,contrepartie,"Conseil des actionnaires de Sarani Studio, agence créative multimédia, pour sa cession à un duo d'investisseurs personnes physiques",Ile-de-France,Media & communication,2,3,0,1,0,0,icone_confidentiel.svg
